,State,LGA region,Postcode
4204,Victoria,East Gippsland,3886
4205,Victoria,East Gippsland,3887
4208,Victoria,East Gippsland,3890
4210,Victoria,East Gippsland,3892
4211,Victoria,East Gippsland,3895
4212,Victoria,East Gippsland,3896
4215,Victoria,East Gippsland,3902
4216,Victoria,East Gippsland,3903
4217,Victoria,East Gippsland,3904
4218,Victoria,East Gippsland,3909
4220,Victoria,Frankston,3197
4221,Victoria,Frankston,3198
4222,Victoria,Frankston,3199
4223,Victoria,Frankston,3200
4224,Victoria,Frankston,3201
4228,Victoria,Frankston,3930
4245,Victoria,Gannawarra,3581
4246,Victoria,Gannawarra,3584
4249,Victoria,Glen Eira,3143
4252,Victoria,Glen Eira,3161
4254,Victoria,Glen Eira,3163
4255,Victoria,Glen Eira,3165
4256,Victoria,Glen Eira,3166
4257,Victoria,Glen Eira,3167
4258,Victoria,Glen Eira,3183
4265,Victoria,Glenelg,3285
4266,Victoria,Glenelg,3286
4268,Victoria,Glenelg,3301
4269,Victoria,Glenelg,3302
4270,Victoria,Glenelg,3303
4271,Victoria,Glenelg,3304
4272,Victoria,Glenelg,3305
4273,Victoria,Glenelg,3309
4274,Victoria,Glenelg,3310
4275,Victoria,Glenelg,3311
4277,Victoria,Glenelg,3315
4278,Victoria,Glenelg,3317
4287,Victoria,Golden Plains,3328
4288,Victoria,Golden Plains,3329
4290,Victoria,Golden Plains,3331
4291,Victoria,Golden Plains,3332
4292,Victoria,Golden Plains,3333
4294,Victoria,Golden Plains,3340
4295,Victoria,Golden Plains,3342
4301,Victoria,Greater Bendigo,3444
4302,Victoria,Greater Bendigo,3448
4303,Victoria,Greater Bendigo,3453
4305,Victoria,Greater Bendigo,3515
4306,Victoria,Greater Bendigo,3516
4307,Victoria,Greater Bendigo,3522
4309,Victoria,Greater Bendigo,3550
4311,Victoria,Greater Bendigo,3555
4312,Victoria,Greater Bendigo,3556
4317,Victoria,Greater Bendigo,3570
4320,Victoria,Greater Bendigo,3662
4321,Victoria,Greater Dandenong,3168
4322,Victoria,Greater Dandenong,3169
4323,Victoria,Greater Dandenong,3170
4324,Victoria,Greater Dandenong,3171
4325,Victoria,Greater Dandenong,3172
4326,Victoria,Greater Dandenong,3173
4327,Victoria,Greater Dandenong,3174
4331,Victoria,Greater Dandenong,3195
4332,Victoria,Greater Dandenong,3196
4342,Victoria,Greater Geelong,3211
4343,Victoria,Greater Geelong,3212
4344,Victoria,Greater Geelong,3214
4345,Victoria,Greater Geelong,3215
4346,Victoria,Greater Geelong,3216
4347,Victoria,Greater Geelong,3217
4348,Victoria,Greater Geelong,3218
4349,Victoria,Greater Geelong,3219
4350,Victoria,Greater Geelong,3220
4352,Victoria,Greater Geelong,3222
4353,Victoria,Greater Geelong,3223
4354,Victoria,Greater Geelong,3224
4355,Victoria,Greater Geelong,3225
4356,Victoria,Greater Geelong,3226
4357,Victoria,Greater Geelong,3227
4358,Victoria,Greater Geelong,3228
4359,Victoria,Greater Geelong,3240
4366,Victoria,Greater Shepparton,3614
4374,Victoria,Greater Shepparton,3630
4375,Victoria,Greater Shepparton,3631
4376,Victoria,Greater Shepparton,3633
4377,Victoria,Greater Shepparton,3634
4378,Victoria,Greater Shepparton,3635
4379,Victoria,Greater Shepparton,3636
4385,Victoria,Hepburn,3341
4386,Victoria,Hepburn,3345
4393,Victoria,Hepburn,3442
4395,Victoria,Hepburn,3446
4396,Victoria,Hepburn,3447
4397,Victoria,Hepburn,3451
4398,Victoria,Hepburn,3458
4399,Victoria,Hepburn,3460
4400,Victoria,Hepburn,3461
4405,Victoria,Hindmarsh,3401
4406,Victoria,Hindmarsh,3409
4407,Victoria,Hindmarsh,3414
4408,Victoria,Hindmarsh,3418
4409,Victoria,Hindmarsh,3419
4411,Victoria,Hindmarsh,3423
4412,Victoria,Hindmarsh,3424
4415,Victoria,Hobsons Bay,3013
4416,Victoria,Hobsons Bay,3015
4417,Victoria,Hobsons Bay,3016
4418,Victoria,Hobsons Bay,3018
4419,Victoria,Hobsons Bay,3025
4421,Victoria,Hobsons Bay,3027
4422,Victoria,Hobsons Bay,3028
4424,Victoria,Hobsons Bay,3207
4425,Victoria,Horsham,3314
4428,Victoria,Horsham,3385
4429,Victoria,Horsham,3390
4431,Victoria,Horsham,3400
4433,Victoria,Horsham,3407
4442,Victoria,Hume,3046
4443,Victoria,Hume,3047
4444,Victoria,Hume,3048
4445,Victoria,Hume,3049
4446,Victoria,Hume,3059
4448,Victoria,Hume,3061
4449,Victoria,Hume,3062
4450,Victoria,Hume,3063
4451,Victoria,Hume,3064
4453,Victoria,Hume,3075
4456,Victoria,Hume,3429
4457,Victoria,Hume,3430
4458,Victoria,Hume,3431
4459,Victoria,Hume,3437
4460,Victoria,Hume,3750
4461,Victoria,Hume,3751
4462,Victoria,Hume,3756
4468,Victoria,Indigo,3683
4498,Victoria,Kingston,3202
4500,Victoria,Knox,3133
4501,Victoria,Knox,3134
4502,Victoria,Knox,3135
4503,Victoria,Knox,3137
4504,Victoria,Knox,3150
4505,Victoria,Knox,3152
4506,Victoria,Knox,3153
4507,Victoria,Knox,3154
4508,Victoria,Knox,3155
4510,Victoria,Knox,3158
4514,Victoria,Knox,3179
4515,Victoria,Knox,3180
4516,Victoria,Knox,3785
4517,Victoria,Knox,3786
4518,Victoria,Knox,3787
4519,Victoria,Knox,3788
4526,Victoria,Latrobe,3842
4528,Victoria,Latrobe,3847
4531,Victoria,Latrobe,3857
4533,Victoria,Latrobe,3869
4534,Victoria,Latrobe,3870
4536,Victoria,Latrobe,3873
4537,Victoria,Latrobe,3960
4538,Victoria,Latrobe,3966
4539,Victoria,Latrobe,3971
4547,Victoria,Loddon,3517
4567,Victoria,Macedon Ranges,3337
4574,Victoria,Macedon Ranges,3433
4575,Victoria,Macedon Ranges,3434
4576,Victoria,Macedon Ranges,3435
4578,Victoria,Macedon Ranges,3438
4579,Victoria,Macedon Ranges,3440
4580,Victoria,Macedon Ranges,3441
4587,Victoria,Macedon Ranges,3521
4590,Victoria,Macedon Ranges,3758
4591,Victoria,Macedon Ranges,3764
4596,Victoria,Manningham,3097
4602,Victoria,Manningham,3109
4603,Victoria,Manningham,3111
4604,Victoria,Manningham,3113
4605,Victoria,Manningham,3114
4606,Victoria,Manningham,3115
4607,Victoria,Manningham,3116
4609,Victoria,Manningham,3130
4610,Victoria,Manningham,3131
4611,Victoria,Manningham,3132
4613,Victoria,Manningham,3136
4614,Victoria,Manningham,3775
4619,Victoria,Mansfield,3713
4620,Victoria,Mansfield,3714
4621,Victoria,Mansfield,3715
4622,Victoria,Mansfield,3719
4624,Victoria,Mansfield,3722
4629,Victoria,Maribyrnong,3003
4630,Victoria,Maribyrnong,3011
4636,Victoria,Maribyrnong,3031
4637,Victoria,Maribyrnong,3032
4639,Victoria,Maribyrnong,3039
4640,Victoria,Maribyrnong,3040
4651,Victoria,Maroondah,3138
4655,Victoria,Melbourne,3000
4656,Victoria,Melbourne,3002
4658,Victoria,Melbourne,3004
4659,Victoria,Melbourne,3005
4660,Victoria,Melbourne,3006
4661,Victoria,Melbourne,3008
4662,Victoria,Melbourne,3010
4668,Victoria,Melbourne,3051
4669,Victoria,Melbourne,3052
4670,Victoria,Melbourne,3053
4671,Victoria,Melbourne,3054
4672,Victoria,Melbourne,3055
4673,Victoria,Melbourne,3056
4674,Victoria,Melbourne,3065
4675,Victoria,Melbourne,3066
4678,Victoria,Melbourne,3141
4679,Victoria,Melbourne,3181
4680,Victoria,Melbourne,3205
4681,Victoria,Melbourne,3206
4691,Victoria,Melton,3338
4711,Victoria,Mildura,3509
4730,Victoria,Mitchell,3658
4731,Victoria,Mitchell,3659
4732,Victoria,Mitchell,3660
4734,Victoria,Mitchell,3663
4735,Victoria,Mitchell,3664
4737,Victoria,Mitchell,3717
4739,Victoria,Mitchell,3753
4741,Victoria,Mitchell,3757
4759,Victoria,Moira,3640
4763,Victoria,Moira,3649
4775,Victoria,Monash,3148
4776,Victoria,Monash,3149
4778,Victoria,Monash,3151
4792,Victoria,Monash,3800
4803,Victoria,Moonee Valley,3041
4806,Victoria,Moonee Valley,3044
4856,Victoria,Mornington Peninsula,3913
4857,Victoria,Mornington Peninsula,3915
4858,Victoria,Mornington Peninsula,3916
4859,Victoria,Mornington Peninsula,3918
4860,Victoria,Mornington Peninsula,3919
4861,Victoria,Mornington Peninsula,3920
4862,Victoria,Mornington Peninsula,3926
4863,Victoria,Mornington Peninsula,3927
4864,Victoria,Mornington Peninsula,3928
4865,Victoria,Mornington Peninsula,3929
4867,Victoria,Mornington Peninsula,3931
4868,Victoria,Mornington Peninsula,3933
4869,Victoria,Mornington Peninsula,3934
4870,Victoria,Mornington Peninsula,3936
4871,Victoria,Mornington Peninsula,3937
4872,Victoria,Mornington Peninsula,3938
4873,Victoria,Mornington Peninsula,3939
4874,Victoria,Mornington Peninsula,3940
4875,Victoria,Mornington Peninsula,3941
4876,Victoria,Mornington Peninsula,3942
4877,Victoria,Mornington Peninsula,3943
4878,Victoria,Mornington Peninsula,3944
4883,Victoria,Mount Alexander,3450
4901,Victoria,Moyne,3273
4903,Victoria,Moyne,3275
4904,Victoria,Moyne,3276
4905,Victoria,Moyne,3277
4906,Victoria,Moyne,3278
4907,Victoria,Moyne,3280
4908,Victoria,Moyne,3281
4909,Victoria,Moyne,3282
4910,Victoria,Moyne,3283
4911,Victoria,Moyne,3284
4914,Victoria,Moyne,3287
4915,Victoria,Moyne,3289
4922,Victoria,Murrindindi,3099
4927,Victoria,Murrindindi,3711
4928,Victoria,Murrindindi,3712
4937,Victoria,Murrindindi,3763
4939,Victoria,Murrindindi,3777
4940,Victoria,Murrindindi,3778
4941,Victoria,Murrindindi,3779
4943,Victoria,Nillumbik,3082
4948,Victoria,Nillumbik,3090
4949,Victoria,Nillumbik,3091
4953,Victoria,Nillumbik,3096
4960,Victoria,Nillumbik,3752
4961,Victoria,Nillumbik,3754
4962,Victoria,Nillumbik,3755
4964,Victoria,Nillumbik,3759
4965,Victoria,Nillumbik,3760
4966,Victoria,Nillumbik,3761
4968,Victoria,Nillumbik,3770
4977,Victoria,Northern Grampians,3380
4982,Victoria,Northern Grampians,3388
4999,Victoria,Port Phillip,3182
5019,Victoria,Pyrenees,3468
5032,Victoria,Southern Grampians,3300
5058,Victoria,South Gippsland,3954
5060,Victoria,South Gippsland,3957
5061,Victoria,South Gippsland,3958
5062,Victoria,South Gippsland,3959
5064,Victoria,South Gippsland,3962
5065,Victoria,South Gippsland,3965
5115,Victoria,Surf Coast,3230
5117,Victoria,Surf Coast,3232
5140,Victoria,Swan Hill,3588
5141,Victoria,Swan Hill,3589
5145,Victoria,Swan Hill,3595
5164,Victoria,Wangaratta,3677
5172,Victoria,Wangaratta,3732
5176,Victoria,Wangaratta,3746
5192,Victoria,Wellington,3850
5194,Victoria,Wellington,3852
5199,Victoria,Wellington,3859
5200,Victoria,Wellington,3860
5205,Victoria,Wellington,3874
5216,Victoria,West Wimmera,3318
5221,Victoria,West Wimmera,3412
5242,Victoria,Whitehorse,3128
5260,Victoria,Whittlesea,3076
5280,Victoria,Wodonga,3694
5321,Victoria,Yarra Ranges,3140
5332,Victoria,Yarra Ranges,3765
5333,Victoria,Yarra Ranges,3766
5334,Victoria,Yarra Ranges,3767
5346,Victoria,Yarra Ranges,3789
5348,Victoria,Yarra Ranges,3792
5349,Victoria,Yarra Ranges,3793
5350,Victoria,Yarra Ranges,3795
5351,Victoria,Yarra Ranges,3796
5366,Victoria,Yarriambiack,3396
5373,Victoria,Yarriambiack,3485
5379,Western Australia,Albany,6324
5380,Western Australia,Albany,6326
5381,Western Australia,Albany,6327
5382,Western Australia,Albany,6328
5383,Western Australia,Albany,6330
5384,Western Australia,Albany,6333
5385,Western Australia,Albany,6338
5386,Western Australia,Armadale,6076
5387,Western Australia,Armadale,6110
5388,Western Australia,Armadale,6111
5389,Western Australia,Armadale,6112
5390,Western Australia,Armadale,6121
5391,Western Australia,Armadale,6122
5392,Western Australia,Armadale,6124
5393,Western Australia,Armadale,6155
5394,Western Australia,Armadale,6164
5395,Western Australia,Armadale,6304
5396,Western Australia,Armadale,6308
5397,Western Australia,Ashburton,6642
5398,Western Australia,Ashburton,6701
5399,Western Australia,Ashburton,6705
5400,Western Australia,Ashburton,6707
5401,Western Australia,Ashburton,6710
5402,Western Australia,Ashburton,6714
5403,Western Australia,Ashburton,6716
5404,Western Australia,Ashburton,6721
5405,Western Australia,Ashburton,6722
5406,Western Australia,Ashburton,6751
5407,Western Australia,Ashburton,6753
5408,Western Australia,Ashburton,6754
5409,Western Australia,Augusta-Margaret River,6275
5410,Western Australia,Augusta-Margaret River,6280
5411,Western Australia,Augusta-Margaret River,6284
5412,Western Australia,Augusta-Margaret River,6285
5413,Western Australia,Augusta-Margaret River,6286
5414,Western Australia,Augusta-Margaret River,6288
5415,Western Australia,Augusta-Margaret River,6290
5416,Western Australia,Bassendean,6053
5417,Western Australia,Bassendean,6054
5418,Western Australia,Bassendean,6055
5419,Western Australia,Bassendean,6062
5420,Western Australia,Bayswater,6050
5421,Western Australia,Bayswater,6051
5422,Western Australia,Bayswater,6052
5425,Western Australia,Bayswater,6059
5427,Western Australia,Bayswater,6063
5429,Western Australia,Belmont,6058
5430,Western Australia,Belmont,6100
5431,Western Australia,Belmont,6101
5432,Western Australia,Belmont,6103
5433,Western Australia,Belmont,6104
5434,Western Australia,Belmont,6105
5435,Western Australia,Belmont,6106
5437,Western Australia,Beverley,6302
5439,Western Australia,Beverley,6306
5441,Western Australia,Beverley,6383
5442,Western Australia,Boddington,6213
5443,Western Australia,Boddington,6215
5444,Western Australia,Boddington,6220
5445,Western Australia,Boddington,6225
5447,Western Australia,Boddington,6390
5448,Western Australia,Boddington,6391
5450,Western Australia,Boyup Brook,6239
5451,Western Australia,Boyup Brook,6244
5452,Western Australia,Boyup Brook,6251
5453,Western Australia,Boyup Brook,6255
5454,Western Australia,Boyup Brook,6258
5455,Western Australia,Boyup Brook,6392
5456,Western Australia,Boyup Brook,6393
5457,Western Australia,Boyup Brook,6394
5458,Western Australia,Boyup Brook,6396
5461,Western Australia,Bridgetown-Greenbushes,6253
5462,Western Australia,Bridgetown-Greenbushes,6254
5464,Western Australia,Bridgetown-Greenbushes,6256
5470,Western Australia,Brookton,6373
5472,Western Australia,Broomehill-Tambellup,6317
5473,Western Australia,Broomehill-Tambellup,6318
5474,Western Australia,Broomehill-Tambellup,6320
5475,Western Australia,Broomehill-Tambellup,6322
5476,Western Australia,Broomehill-Tambellup,6335
5478,Western Australia,Broomehill-Tambellup,6395
5480,Western Australia,Broome,6725
5481,Western Australia,Broome,6726
5482,Western Australia,Broome,6728
5483,Western Australia,Broome,6762
5484,Western Australia,Bruce Rock,6368
5485,Western Australia,Bruce Rock,6369
5487,Western Australia,Bruce Rock,6375
5489,Western Australia,Bruce Rock,6386
5490,Western Australia,Bruce Rock,6410
5491,Western Australia,Bruce Rock,6413
5492,Western Australia,Bruce Rock,6415
5493,Western Australia,Bruce Rock,6418
5494,Western Australia,Bunbury,6229
5495,Western Australia,Bunbury,6230
5496,Western Australia,Bunbury,6232
5497,Western Australia,Bunbury,6233
5498,Western Australia,Bunbury,6236
5499,Western Australia,Bunbury,6237
5502,Western Australia,Busselton,6271
5505,Western Australia,Busselton,6281
5506,Western Australia,Busselton,6282
5509,Western Australia,Cambridge,6005
5510,Western Australia,Cambridge,6007
5511,Western Australia,Cambridge,6008
5512,Western Australia,Cambridge,6010
5513,Western Australia,Cambridge,6014
5514,Western Australia,Cambridge,6015
5515,Western Australia,Cambridge,6016
5516,Western Australia,Cambridge,6018
5517,Western Australia,Cambridge,6019
5519,Western Australia,Canning,6102
5522,Western Australia,Canning,6107
5523,Western Australia,Canning,6108
5524,Western Australia,Canning,6147
5525,Western Australia,Canning,6148
5526,Western Australia,Canning,6149
5527,Western Australia,Canning,6152
5528,Western Australia,Canning,6153
5537,Western Australia,Carnamah,6514
5538,Western Australia,Carnamah,6515
5539,Western Australia,Carnamah,6517
5540,Western Australia,Carnamah,6518
5541,Western Australia,Carnamah,6519
5542,Western Australia,Carnamah,6525
5543,Western Australia,Carnamah,6623
5544,Western Australia,Carnarvon,6532
5549,Western Australia,Chapman Valley,6530
5551,Western Australia,Chapman Valley,6535
5552,Western Australia,Chapman Valley,6536
5553,Western Australia,Chapman Valley,6628
5554,Western Australia,Chapman Valley,6630
5555,Western Australia,Chittering,6037
5556,Western Australia,Chittering,6084
5557,Western Australia,Chittering,6501
5558,Western Australia,Chittering,6502
5559,Western Australia,Chittering,6503
5560,Western Australia,Chittering,6505
5561,Western Australia,Chittering,6509
5562,Western Australia,Chittering,6566
5563,Western Australia,Chittering,6567
5564,Western Australia,Claremont,6009
5566,Western Australia,Claremont,6011
5570,Western Australia,Cockburn,6150
5572,Western Australia,Cockburn,6161
5573,Western Australia,Cockburn,6162
5574,Western Australia,Cockburn,6163
5576,Western Australia,Cockburn,6165
5577,Western Australia,Cockburn,6166
5578,Western Australia,Cockburn,6167
5579,Western Australia,Cockburn,6168
5581,Western Australia,Collie,6224
5583,Western Australia,Collie,6226
5590,Western Australia,Coolgardie,6426
5593,Western Australia,Coolgardie,6442
5594,Western Australia,Coolgardie,6443
5595,Western Australia,Coolgardie,6484
5596,Western Australia,Coorow,6513
5600,Western Australia,Coorow,6521
5601,Western Australia,Coorow,6608
5602,Western Australia,Coorow,6612
5606,Western Australia,Corrigin,6312
5607,Western Australia,Corrigin,6358
5608,Western Australia,Corrigin,6365
5610,Western Australia,Corrigin,6370
5617,Western Australia,Cottesloe,6012
5621,Western Australia,Cranbrook,6321
5623,Western Australia,Cranbrook,6323
5628,Western Australia,Cranbrook,6397
5630,Western Australia,Cuballing,6309
5631,Western Australia,Cuballing,6311
5633,Western Australia,Cuballing,6313
5636,Western Australia,Cue,6635
5637,Western Australia,Cue,6638
5638,Western Australia,Cue,6639
5639,Western Australia,Cue,6640
5643,Western Australia,Cunderdin,6401
5644,Western Australia,Cunderdin,6403
5645,Western Australia,Cunderdin,6405
5646,Western Australia,Cunderdin,6407
5647,Western Australia,Cunderdin,6409
5648,Western Australia,Cunderdin,6460
5649,Western Australia,Cunderdin,6462
5650,Western Australia,Cunderdin,6485
5651,Western Australia,Dalwallinu,6468
5652,Western Australia,Dalwallinu,6472
5653,Western Australia,Dalwallinu,6475
5656,Western Australia,Dalwallinu,6575
5657,Western Australia,Dalwallinu,6606
5659,Western Australia,Dalwallinu,6609
5663,Western Australia,Dandaragan,6044
5665,Western Australia,Dandaragan,6507
5667,Western Australia,Dandaragan,6510
5668,Western Australia,Dandaragan,6511
5671,Western Australia,Dandaragan,6516
5676,Western Australia,Dardanup,6227
5684,Western Australia,Dardanup,6240
5690,Western Australia,Denmark,6398
5696,Western Australia,Derby-West Kimberley,6765
5713,Western Australia,Dowerin,6461
5717,Western Australia,Dowerin,6603
5720,Western Australia,Dumbleyung,6315
5721,Western Australia,Dumbleyung,6316
5723,Western Australia,Dumbleyung,6341
5724,Western Australia,Dumbleyung,6350
5725,Western Australia,Dumbleyung,6352
5726,Western Australia,Dumbleyung,6353
5729,Western Australia,Dundas,6355
5730,Western Australia,Dundas,6359
5734,Western Australia,Dundas,6445
5735,Western Australia,Dundas,6450
5736,Western Australia,East Fremantle,6157
5737,Western Australia,East Fremantle,6158
5738,Western Australia,East Fremantle,6160
5741,Western Australia,East Pilbara,6646
5748,Western Australia,East Pilbara,6758
5749,Western Australia,East Pilbara,6760
5752,Western Australia,Esperance,6346
5756,Western Australia,Esperance,6447
5757,Western Australia,Esperance,6448
5763,Western Australia,Fremantle,6156
5766,Western Australia,Fremantle,6159
5771,Western Australia,Geraldton-Greenough,6528
5776,Western Australia,Gingin,6041
5777,Western Australia,Gingin,6042
5778,Western Australia,Gingin,6043
5789,Western Australia,Gnowangerup,6336
5790,Western Australia,Gnowangerup,6337
5793,Western Australia,Gnowangerup,6343
5799,Western Australia,Goomalling,6568
5800,Western Australia,Goomalling,6569
5806,Western Australia,Gosnells,6109
5822,Western Australia,Harvey,6218
5824,Western Australia,Harvey,6221
5836,Western Australia,Irwin,6522
5847,Western Australia,Jerramungup,6348
5849,Western Australia,Joondalup,6020
5850,Western Australia,Joondalup,6022
5851,Western Australia,Joondalup,6023
5852,Western Australia,Joondalup,6024
5853,Western Australia,Joondalup,6025
5854,Western Australia,Joondalup,6026
5855,Western Australia,Joondalup,6027
5856,Western Australia,Joondalup,6028
5857,Western Australia,Joondalup,6030
5858,Western Australia,Joondalup,6031
5859,Western Australia,Joondalup,6061
5860,Western Australia,Joondalup,6064
5861,Western Australia,Joondalup,6065
5863,Western Australia,Kalamunda,6056
5864,Western Australia,Kalamunda,6057
5866,Western Australia,Kalamunda,6070
5867,Western Australia,Kalamunda,6071
5868,Western Australia,Kalamunda,6073
5869,Western Australia,Kalamunda,6074
5880,Western Australia,Kalgoorlie/Boulder,6430
5881,Western Australia,Kalgoorlie/Boulder,6432
5882,Western Australia,Kalgoorlie/Boulder,6434
5899,Western Australia,Kellerberrin,6421
5901,Western Australia,Kellerberrin,6488
5902,Western Australia,Kellerberrin,6490
5925,Western Australia,Kondinin,6367
5935,Western Australia,Koorda,6477
5954,Western Australia,Kwinana,6170
5955,Western Australia,Kwinana,6171
5971,Western Australia,Laverton,6437
5972,Western Australia,Laverton,6438
5973,Western Australia,Laverton,6440
5982,Western Australia,Mandurah,6175
5983,Western Australia,Mandurah,6176
5984,Western Australia,Mandurah,6180
5985,Western Australia,Mandurah,6181
5986,Western Australia,Mandurah,6208
5987,Western Australia,Mandurah,6209
5988,Western Australia,Mandurah,6210
5989,Western Australia,Mandurah,6211
5995,Western Australia,Manjimup,6260
5996,Western Australia,Manjimup,6262
6015,Western Australia,Melville,6154
6026,Western Australia,Menzies,6431
6040,Western Australia,Merredin,6423
6075,Western Australia,Mount Marshall,6479
6100,Western Australia,Mundaring,6072
6104,Western Australia,Mundaring,6081
6105,Western Australia,Mundaring,6082
6106,Western Australia,Mundaring,6083
6108,Western Australia,Mundaring,6556
6109,Western Australia,Mundaring,6558
6110,Western Australia,Mundaring,6560
6111,Western Australia,Mundaring,6562
6120,Western Australia,Murray,6126
6124,Western Australia,Murray,6182
6125,Western Australia,Murray,6207
6130,Western Australia,Murray,6214
6167,Western Australia,Nedlands,6907
6188,Western Australia,Northam,6564
6203,Western Australia,Perenjori,6620
6206,Western Australia,Perth,6000
6207,Western Australia,Perth,6003
6208,Western Australia,Perth,6004
6254,Western Australia,Rockingham,6125
6258,Western Australia,Rockingham,6169
6261,Western Australia,Rockingham,6172
6262,Western Australia,Rockingham,6173
6263,Western Australia,Rockingham,6174
6272,Western Australia,Roebourne,6713
6274,Western Australia,Roebourne,6718
6275,Western Australia,Roebourne,6720
6291,Western Australia,Serpentine-Jarrahdale,6123
6306,Western Australia,Shark Bay,6537
6313,Western Australia,South Perth,6151
6315,Western Australia,Stirling,6006
6319,Western Australia,Stirling,6017
6323,Western Australia,Stirling,6021
6327,Western Australia,Stirling,6029
6332,Western Australia,Stirling,6060
6336,Western Australia,Stirling,6090
6356,Western Australia,Swan,6066
6357,Western Australia,Swan,6067
6358,Western Australia,Swan,6068
6359,Western Australia,Swan,6069
6362,Western Australia,Swan,6077
6363,Western Australia,Swan,6078
6364,Western Australia,Swan,6079
6463,Western Australia,Wanneroo,6032
6464,Western Australia,Wanneroo,6033
6465,Western Australia,Wanneroo,6035
6466,Western Australia,Wanneroo,6036
6499,Western Australia,Westonia,6425
